year,line,text,titulo,cap,art,tema
1974,1,CONSTITUCIÓN POLÍTICA,PREÁMBULO,NA,NA,PREÁMBULO
1974,2,Aprobado el 14 de Marzo de 1974,PREÁMBULO,NA,NA,PREÁMBULO
1974,3,"Publicado en La Gaceta, Diario Oficial No. 89 del 24 de Abril de 1974",PREÁMBULO,NA,NA,PREÁMBULO
1974,4,"Bajo la Protección de Dios, Nosotros los Representantes del Pueblo de Nicaragua, reunidos en Asamblea Nacional Constituyente, decretamos y sancionamos la siguiente",PREÁMBULO,NA,NA,PREÁMBULO
1974,5,CONSTITUCIÓN POLÍTICA,PREÁMBULO,NA,NA,PREÁMBULO
1974,6,TÍTULO I,TÍTULO I,NA,NA,CAPÍTULO I
1974,7,CAPÍTULO I,TÍTULO I,CAPÍTULO I,NA,CAPÍTULO I
1974,8,Nación y Estado,TÍTULO I,CAPÍTULO I,NA,CAPÍTULO I
1974,9,"Arto. 1.- Nicaragua es una Nación constituida en Estado unitario, libre, soberano e independiente.",TÍTULO I,CAPÍTULO I,1,CAPÍTULO I
1974,10,"Arto. 2.- El poder político reside en el pueblo, quien lo ejerce por medio de sus representantes en el Gobierno del Estado, sin que ninguna otra persona o reunión de personas pueda arrogarse ese poder o representación. La infracción de este precepto constituye delito.",TÍTULO I,CAPÍTULO I,2,CAPÍTULO I
1974,11,"Arto. 3.- El territorio nacional se extiende, bajo la plena soberanía del Estado, entre lo Océanos Atlántico y Pacífico y las Repúblicas de Honduras y Costa Rica. Comprende además, en igual condición, las islas, los cayos, los morros, los bancos adyacentes, los zócalos submarinos, el mar territorial y la plataforma continental, así como el espacio aéreo, la estratosfera y todo el ámbito submarino que le corresponde en domino soberano, conforme el Derecho Internacional.",TÍTULO I,CAPÍTULO I,3,CAPÍTULO I
1974,12,"Arto. 4.- La soberanía del estado, es absoluta e indelegable y, tanto como el territorio, indivisible, inalienable e imprescriptible.",TÍTULO I,CAPÍTULO I,4,CAPÍTULO I
1974,13,"El Gobierno del Estado queda autorizado a celebrar Tratados para la utilización de sus recursos naturales y geográficos, en beneficio del pueblo y para el uso temporal de una parte del territorio nicaragüense, siempre que sea para fines exclusivos de defensa nacional o continental y se respete, en ambos casos, la soberanía e integridad territoriales.",TÍTULO I,CAPÍTULO I,4,CAPÍTULO I
1974,14,"En todo caso, este uso queda restringido al tiempo absolutamente indispensable y puede hacerse cesar en",TÍTULO I,CAPÍTULO I,4,CAPÍTULO I
1974,15,Cualquier momento al criterio exclusivo del Gobierno de Nicaragua.,TÍTULO I,CAPÍTULO I,4,CAPÍTULO I
1974,16,Arto. 5.- La reconstrucción de la Patria Centroamericana es aspiración permanente del pueblo exclusivo del Gobierno de Nicaragua.,TÍTULO I,CAPÍTULO I,5,CAPÍTULO I
1974,17,"Para ese fin podrán concluirse Tratados que propugnen a la unión total de Centroamérica o su progresiva integración política, jurídica, social, cultural y económica.",TÍTULO I,CAPÍTULO I,5,CAPÍTULO I
1974,18,Arto. 6.- El español es el idioma nacional y el oficial del Estado.,TÍTULO I,CAPÍTULO I,6,CAPÍTULO I
1974,19,Arto. 7.- El Estado no tiene religión oficial.,TÍTULO I,CAPÍTULO I,7,CAPÍTULO I
1974,20,"Arto. 8.- Nicaragua proscribe todo tipo de agresión política, militar y económica, y la intervención en los asuntos de otros Estado. Reconoce el derecho de autodeterminación de los pueblos, el arbitraje como medio de resolver conflictos internacionales y los demás principios aceptados que forman el Derecho Internacional Americano.",TÍTULO I,CAPÍTULO I,8,CAPÍTULO I
1974,21,CAPÍTULO II,TÍTULO I,CAPÍTULO II,8,CAPÍTULO I
1974,22,Del Gobierno,TÍTULO I,CAPÍTULO II,8,CAPÍTULO I
1974,23,Arto. 9.- El Gobierno del Estado es republicano y democrático representativo.,TÍTULO I,CAPÍTULO II,9,CAPÍTULO I
1974,24,"Arto. 10.- Son Órganos del Gobierno: el Poder Legislativo, el Poder Ejecutivo, el Poder Judicial y el Poder Electoral.",TÍTULO I,CAPÍTULO II,10,CAPÍTULO I
1974,25,Arto. 11.- Se establece el principio de la representación de minorías en la organización de los Poderes e Instituciones del Estado.,TÍTULO I,CAPÍTULO II,11,CAPÍTULO I
1974,26,"Arto. 12.- Los Órganos del Gobierno funcionarán armónicamente en la realización de los fines del Estado. En el ejercicio de sus funciones privativas, son limitados e independientes.",TÍTULO I,CAPÍTULO II,12,CAPÍTULO I
1974,27,"Arto. 13.- Los Órganos del Gobierno y los funcionarios públicos no tienen, ni bajo pretexto de circunstancias extraordinarias, más autoridad ni facilidades que las que expresamente les confiere la Ley.",TÍTULO I,CAPÍTULO II,13,CAPÍTULO I
1974,28,"Arto. 14.- Para fines de organización política, el territorio se divide en Departamentos y éstos en Municipios. Hay además, un Distrito Nacional.",TÍTULO I,CAPÍTULO II,14,CAPÍTULO I
1974,29,Arto. 15.- La ciudad de Managua es la Capital de la República y la sede de los Poderes del Estado.,TÍTULO I,CAPÍTULO II,15,CAPÍTULO I
1974,30,TÍTULO II,TÍTULO II,CAPÍTULO II,15,CAPÍTULO ÚNICO
1974,31,CAPÍTULO ÚNICO,TÍTULO II,CAPÍTULO ÚNICO,15,CAPÍTULO ÚNICO
1974,32,Nacionalidad,TÍTULO II,CAPÍTULO ÚNICO,15,CAPÍTULO ÚNICO
1974,33,Arto. 16.- Los nicaragüenses son naturales o naturalizados.,TÍTULO II,CAPÍTULO ÚNICO,16,CAPÍTULO ÚNICO
1974,34,Arto. 17.- Son naturales:,TÍTULO II,CAPÍTULO ÚNICO,17,CAPÍTULO ÚNICO
1974,35,"1) Los nacidos en el territorio de Nicaragua. Exceptúanse los hijos de extranjeros al servicio de su Gobierno, salvo que el nacido se inscriba como nicaragüense en el Registro Civil por voluntad de quien ejerza la patria potestad mientras sea menor de edad, o por potestad mientras sea menor de edad, o por la propia, dentro de los tres años posteriores al cumplimiento de dieciocho años;",TÍTULO II,CAPÍTULO ÚNICO,17,CAPÍTULO ÚNICO
1974,36,"2) Los hijos de padre o madre nicaragüense, nacidos en el extranjero, cuando por la Ley del lugar de nacimiento tuvieren la nacionalidad nicaragüense, o derecho a elegir, y optaren por la nicaragüense; o desde que residan en Nicaragua, si no han optado por la otra y, en este caso, renunciado a ella. Tales personas son nicaragüenses aun para los efectos en que la Constitución o las leyes requieran nacimiento en territorio nacional;",TÍTULO II,CAPÍTULO ÚNICO,17,CAPÍTULO ÚNICO
